,class
2998,g
2999,g
3000,g
3001,g
3002,g
3003,g
3004,g
3005,g
3006,g
3007,g
3008,g
3009,g
3010,g
3011,g
3012,g
3013,g
3014,g
3015,g
3016,g
3017,g
3018,g
3019,g
3020,g
3021,g
3022,g
3023,g
3024,g
3025,g
3026,g
3027,g
3028,g
3029,g
3030,g
3031,g
3032,g
3033,g
3034,g
3035,g
3036,g
3037,g
3038,g
3039,g
3040,g
3041,g
3042,g
3043,g
3044,g
3045,g
3046,g
3047,g
3048,g
3049,g
3050,g
3051,g
3052,g
3053,g
3054,g
3055,g
3056,g
3057,g
3058,g
3059,g
3060,g
3061,g
3062,g
3063,g
3064,g
3065,g
3066,g
3067,g
3068,g
3069,g
3070,g
3071,g
3072,g
3073,g
3074,g
3075,g
3076,g
3077,g
3078,g
3079,g
3080,g
3081,g
3082,g
3083,g
3084,g
3085,g
3086,g
3087,g
3088,g
3089,g
3090,g
3091,g
3092,g
3093,g
3094,g
3095,g
3096,g
3097,g
3098,g
3099,g
3100,g
3101,g
3102,g
3103,g
3104,g
3105,g
3106,g
3107,g
3108,g
3109,g
3110,g
3111,g
3112,g
3113,g
3114,g
3115,g
3116,g
3117,g
3118,g
3119,g
3120,g
3121,g
3122,g
3123,g
3124,g
3125,g
3126,g
3127,g
3128,g
3129,g
3130,g
3131,g
3132,g
3133,g
3134,g
3135,g
3136,g
3137,g
3138,g
3139,g
3140,g
3141,g
3142,g
3143,g
3144,g
3145,g
3146,g
3147,g
3148,g
3149,g
3150,g
3151,g
3152,g
3153,g
3154,g
3155,g
3156,g
3157,g
3158,g
3159,g
3160,g
3161,g
3162,g
3163,g
3164,g
3165,g
3166,g
3167,g
3168,g
3169,g
3170,g
3171,g
3172,g
3173,g
3174,g
3175,g
3176,g
3177,g
3178,g
3179,g
3180,g
3181,g
3182,g
3183,g
3184,g
3185,g
3186,g
3187,g
3188,g
3189,g
3190,g
3191,g
3192,g
3193,g
3194,g
3195,g
3196,g
3197,g
3198,g
3199,g
3200,g
3201,g
3202,g
3203,g
3204,g
3205,g
3206,g
3207,g
3208,g
3209,g
3210,g
3211,g
3212,g
3213,g
3214,g
3215,g
3216,g
3217,g
3218,g
3219,g
3220,g
3221,g
3222,g
3223,g
3224,g
3225,g
3226,g
3227,g
3228,g
3229,g
3230,g
3231,g
3232,g
3233,g
3234,g
3235,g
3236,g
3237,g
3238,g
3239,g
3240,g
3241,g
3242,g
3243,g
3244,g
3245,g
3246,g
3247,g
3248,g
3249,g
3250,g
3251,g
3252,g
3253,g
3254,g
3255,g
3256,g
3257,g
3258,g
3259,g
3260,g
3261,g
3262,g
3263,g
3264,g
3265,g
3266,g
3267,g
3268,g
3269,g
3270,g
3271,g
3272,g
3273,g
3274,g
3275,g
3276,g
3277,g
3278,g
3279,g
3280,g
3281,g
3282,g
3283,g
3284,g
3285,g
3286,g
3287,g
3288,g
3289,g
3290,g
3291,g
3292,g
3293,g
3294,g
3295,g
3296,g
3297,g
3298,g
3299,g
3300,g
3301,g
3302,g
3303,g
3304,g
3305,g
3306,g
3307,g
3308,g
3309,g
3310,g
3311,g
3312,g
3313,g
3314,g
3315,g
3316,g
3317,g
3318,g
3319,g
3320,g
3321,g
3322,g
3323,g
3324,g
3325,g
3326,g
3327,g
3328,g
3329,g
3330,g
3331,g
3332,g
3333,g
3334,g
3335,g
3336,g
3337,g
3338,g
3339,g
3340,g
3341,g
3342,g
3343,g
3344,g
3345,g
3346,g
3347,g
3348,g
3349,g
3350,g
3351,g
3352,g
3353,g
3354,g
3355,g
3356,g
3357,g
3358,g
3359,g
3360,g
3361,g
3362,g
3363,g
3364,g
3365,g
3366,g
3367,g
3368,g
3369,g
3370,g
3371,g
3372,g
3373,g
3374,g
3375,g
3376,g
3377,g
3378,g
3379,g
3380,g
3381,g
3382,g
3383,g
3384,g
3385,g
3386,g
3387,g
3388,g
3389,g
3390,g
3391,g
3392,g
3393,g
3394,g
3395,g
3396,g
3397,g
3398,g
3399,g
3400,g
3401,g
3402,g
3403,g
3404,g
3405,g
3406,g
3407,g
3408,g
3409,g
3410,g
3411,g
3412,g
3413,g
3414,g
3415,g
3416,g
3417,g
3418,g
3419,g
3420,g
3421,g
3422,g
3423,g
3424,g
3425,g
3426,g
3427,g
3428,g
3429,g
3430,g
3431,g
3432,g
3433,g
3434,g
3435,g
3436,g
3437,g
3438,g
3439,g
3440,g
3441,g
3442,g
3443,g
3444,g
3445,g
3446,g
3447,g
3448,g
3449,g
3450,g
3451,g
3452,g
3453,g
3454,g
3455,g
3456,g
3457,g
3458,g
3459,g
3460,g
3461,g
3462,g
3463,g
3464,g
3465,g
3466,g
3467,g
3468,g
3469,g
3470,g
3471,g
3472,g
3473,g
3474,g
3475,g
3476,g
3477,g
3478,g
3479,g
3480,g
3481,g
3482,g
3483,g
3484,g
3485,g
3486,g
3487,g
3488,g
3489,g
3490,g
3491,g
3492,g
3493,g
3494,g
3495,g
3496,g
3497,g
3498,g
3499,g
3500,g
3501,g
3502,g
3503,g
3504,g
3505,g
3506,g
3507,g
3508,g
3509,g
3510,g
3511,g
3512,g
3513,g
3514,g
3515,g
3516,g
3517,g
3518,g
3519,g
3520,g
3521,g
3522,g
3523,g
3524,g
3525,g
3526,g
3527,g
3528,g
3529,g
3530,g
3531,g
3532,g
3533,g
3534,g
3535,g
3536,g
3537,g
3538,g
3539,g
3540,g
3541,g
3542,g
3543,g
3544,g
3545,g
3546,g
3547,g
3548,g
3549,g
3550,g
3551,g
3552,g
3553,g
3554,g
3555,g
3556,g
3557,g
3558,g
3559,g
3560,g
3561,g
3562,g
3563,g
3564,g
3565,g
3566,g
3567,g
3568,g
3569,g
3570,g
3571,g
3572,g
3573,g
3574,g
3575,g
3576,g
3577,g
3578,g
3579,g
3580,g
3581,g
3582,g
3583,g
3584,g
3585,g
3586,g
3587,g
3588,g
3589,g
3590,g
3591,g
3592,g
3593,g
3594,g
3595,g
3596,g
3597,g
3598,g
3599,g
3600,g
3601,g
3602,g
3603,g
3604,g
3605,g
3606,g
3607,g
3608,g
3609,g
3610,g
3611,g
3612,g
3613,g
3614,g
3615,g
3616,g
3617,g
3618,g
3619,g
3620,g
3621,g
3622,g
3623,g
3624,g
3625,g
3626,g
3627,g
3628,g
3629,g
3630,g
3631,g
3632,g
3633,g
3634,g
3635,g
3636,g
3637,g
3638,g
3639,g
3640,g
3641,g
3642,g
3643,g
3644,g
3645,g
3646,g
3647,g
3648,g
3649,g
3650,g
3651,g
3652,g
3653,g
3654,g
3655,g
3656,g
3657,g
3658,g
3659,g
3660,g
3661,g
3662,g
3663,g
3664,g
3665,g
3666,g
3667,g
3668,g
3669,g
3670,g
3671,g
3672,g
3673,g
3674,g
3675,g
3676,g
3677,g
3678,g
3679,g
3680,g
3681,g
3682,g
3683,g
3684,g
3685,g
3686,g
3687,g
3688,g
3689,g
3690,g
3691,g
3692,g
3693,g
3694,g
3695,g
3696,g
3697,g
3698,g
3699,g
3700,g
3701,g
3702,g
3703,g
3704,g
3705,g
3706,g
3707,g
3708,g
3709,g
3710,g
3711,g
3712,g
3713,g
3714,g
3715,g
3716,g
3717,g
3718,g
3719,g
3720,g
3721,g
3722,g
3723,g
3724,g
3725,g
3726,g
3727,g
3728,g
3729,g
3730,g
3731,g
3732,g
3733,g
3734,g
3735,g
3736,g
3737,g
3738,g
3739,g
3740,g
3741,g
3742,g
3743,g
3744,g
3745,g
3746,g
3747,g
3748,g
3749,g
3750,g
3751,g
3752,g
3753,g
3754,g
3755,g
3756,g
3757,g
3758,g
3759,g
3760,g
3761,g
3762,g
3763,g
3764,g
3765,g
3766,g
3767,g
3768,g
3769,g
3770,g
3771,g
3772,g
3773,g
3774,g
3775,g
3776,g
3777,g
3778,g
3779,g
3780,g
3781,g
3782,g
3783,g
3784,g
3785,g
3786,g
3787,g
3788,g
3789,g
3790,g
3791,g
3792,g
3793,g
3794,g
3795,g
3796,g
3797,g
3798,g
3799,g
3800,g
3801,g
3802,g
3803,g
3804,g
3805,g
3806,g
3807,g
3808,g
3809,g
3810,g
3811,g
3812,g
3813,g
3814,g
3815,g
3816,g
3817,g
3818,g
3819,g
3820,g
3821,g
3822,g
3823,g
3824,g
3825,g
3826,g
3827,g
3828,g
3829,g
3830,g
3831,g
3832,g
3833,g
3834,g
3835,g
3836,g
3837,g
3838,g
3839,g
3840,g
3841,g
3842,g
3843,g
3844,g
3845,g
3846,g
3847,g
3848,g
3849,g
3850,g
3851,g
3852,g
3853,g
3854,g
3855,g
3856,g
3857,g
3858,g
3859,g
3860,g
3861,g
3862,g
3863,g
3864,g
3865,g
3866,g
3867,g
3868,g
3869,g
3870,g
3871,g
3872,g
3873,g
3874,g
3875,g
3876,g
3877,g
3878,g
3879,g
3880,g
3881,g
3882,g
3883,g
3884,g
3885,g
3886,g
3887,g
3888,g
3889,g
3890,g
3891,g
3892,g
3893,g
3894,g
3895,g
3896,g
3897,g
3898,g
3899,g
3900,g
3901,g
3902,g
3903,g
3904,g
3905,g
3906,g
3907,g
3908,g
3909,g
3910,g
3911,g
3912,g
3913,g
3914,g
3915,g
3916,g
3917,g
3918,g
3919,g
3920,g
3921,g
3922,g
3923,g
3924,g
3925,g
3926,g
3927,g
3928,g
3929,g
3930,g
3931,g
3932,g
3933,g
3934,g
3935,g
3936,g
3937,g
3938,g
3939,g
3940,g
3941,g
3942,g
3943,g
3944,g
3945,g
3946,g
3947,g
3948,g
3949,g
3950,g
3951,g
3952,g
3953,g
3954,g
3955,g
3956,g
3957,g
3958,g
3959,g
3960,g
3961,g
3962,g
3963,g
3964,g
3965,g
3966,g
3967,g
3968,g
3969,g
3970,g
3971,g
3972,g
3973,g
3974,g
3975,g
3976,g
3977,g
3978,g
3979,g
3980,g
3981,g
3982,g
3983,g
3984,g
3985,g
3986,g
3987,g
3988,g
3989,g
3990,g
3991,g
3992,g
3993,g
3994,g
3995,g
3996,g
3997,g
3998,g
3999,g
4000,g
4001,g
4002,g
4003,g
4004,g
4005,g
4006,g
4007,g
4008,g
4009,g
4010,g
4011,g
4012,g
4013,g
4014,g
4015,g
4016,g
4017,g
4018,g
4019,g
4020,g
4021,g
4022,g
4023,g
4024,g
4025,g
4026,g
4027,g
4028,g
4029,g
4030,g
4031,g
4032,g
4033,g
4034,g
4035,g
4036,g
4037,g
4038,g
4039,g
4040,g
4041,g
4042,g
4043,g
4044,g
4045,g
4046,g
4047,g
4048,g
4049,g
4050,g
4051,g
4052,g
4053,g
4054,g
4055,g
4056,g
4057,g
4058,g
4059,g
4060,g
4061,g
4062,g
4063,g
4064,g
4065,g
4066,g
4067,g
4068,g
4069,g
4070,g
4071,g
4072,g
4073,g
4074,g
4075,g
4076,g
4077,g
4078,g
4079,g
4080,g
4081,g
4082,g
4083,g
4084,g
4085,g
4086,g
4087,g
4088,g
4089,g
4090,g
4091,g
4092,g
4093,g
4094,g
4095,g
4096,g
4097,g
4098,g
4099,g
4100,g
4101,g
4102,g
4103,g
4104,g
4105,g
4106,g
4107,g
4108,g
4109,g
4110,g
4111,g
4112,g
4113,g
4114,g
4115,g
4116,g
4117,g
4118,g
4119,g
4120,g
4121,g
4122,g
4123,g
4124,g
4125,g
4126,g
4127,g
4128,g
4129,g
4130,g
4131,g
4132,g
4133,g
4134,g
4135,g
4136,g
4137,g
4138,g
4139,g
4140,g
4141,g
4142,g
4143,g
4144,g
4145,g
4146,g
4147,g
4148,g
4149,g
4150,g
4151,g
4152,g
4153,g
4154,g
4155,g
4156,g
4157,g
4158,g
4159,g
4160,g
4161,g
4162,g
4163,g
4164,g
4165,g
4166,g
4167,g
4168,g
4169,g
4170,g
4171,g
4172,g
4173,g
4174,g
4175,g
4176,g
4177,g
4178,g
4179,g
4180,g
4181,g
4182,g
4183,g
4184,g
4185,g
4186,g
4187,g
4188,g
4189,g
4190,g
4191,g
4192,g
4193,g
4194,g
4195,g
4196,g
4197,g
4198,g
4199,g
4200,g
4201,g
4202,g
4203,g
4204,g
4205,g
4206,g
4207,g
4208,g
4209,g
4210,g
4211,g
4212,g
4213,g
4214,g
4215,g
4216,g
4217,g
4218,g
4219,g
4220,g
4221,g
4222,g
4223,g
4224,g
4225,g
4226,g
4227,g
4228,g
4229,g
4230,g
4231,g
4232,g
4233,g
4234,g
4235,g
4236,g
4237,g
4238,g
4239,g
4240,g
4241,g
4242,g
4243,g
4244,g
4245,g
4246,g
4247,g
4248,g
4249,g
4250,g
4251,g
4252,g
4253,g
4254,g
4255,g
4256,g
4257,g
4258,g
4259,g
4260,g
4261,g
4262,g
4263,g
4264,g
4265,g
4266,g
4267,g
4268,g
4269,g
4270,g
4271,g
4272,g
4273,g
4274,g
4275,g
4276,g
4277,g
4278,g
4279,g
4280,g
4281,g
4282,g
4283,g
4284,g
4285,g
4286,g
4287,g
4288,g
4289,g
4290,g
4291,g
4292,g
4293,g
4294,g
4295,g
4296,g
4297,g
4298,g
4299,g
4300,g
4301,g
4302,g
4303,g
4304,g
4305,g
4306,g
4307,g
4308,g
4309,g
4310,g
4311,g
4312,g
4313,g
4314,g
4315,g
4316,g
4317,g
4318,g
4319,g
4320,g
4321,g
4322,g
4323,g
4324,g
4325,g
4326,g
4327,g
4328,g
4329,g
4330,g
4331,g
4332,g
4333,g
4334,g
4335,g
4336,g
4337,g
4338,g
4339,g
4340,g
4341,g
4342,g
4343,g
4344,g
4345,g
4346,g
4347,g
4348,g
4349,g
4350,g
4351,g
4352,g
4353,g
4354,g
4355,g
4356,g
4357,g
4358,g
4359,g
4360,g
4361,g
4362,g
4363,g
4364,g
4365,g
4366,g
4367,g
4368,g
4369,g
4370,g
4371,g
4372,g
4373,g
4374,g
4375,g
4376,g
4377,g
4378,g
4379,g
4380,g
4381,g
4382,g
4383,g
4384,g
4385,g
4386,g
4387,g
4388,g
4389,g
4390,g
4391,g
4392,g
4393,g
4394,g
4395,g
4396,g
4397,g
4398,g
4399,g
4400,g
4401,g
4402,g
4403,g
4404,g
4405,g
4406,g
4407,g
4408,g
4409,g
4410,g
4411,g
4412,g
4413,g
4414,g
4415,g
4416,g
4417,g
4418,g
4419,g
4420,g
4421,g
4422,g
4423,g
4424,g
4425,g
4426,g
4427,g
4428,g
4429,g
4430,g
4431,g
4432,g
4433,g
4434,g
4435,g
4436,g
4437,g
4438,g
4439,g
4440,g
4441,g
4442,g
4443,g
4444,g
4445,g
4446,g
4447,g
4448,g
4449,g
4450,g
4451,g
4452,g
4453,g
4454,g
4455,g
4456,g
4457,g
4458,g
4459,g
4460,g
4461,g
4462,g
4463,g
4464,g
4465,g
4466,g
4467,g
4468,g
4469,g
4470,g
4471,g
4472,g
4473,g
4474,g
4475,g
4476,g
4477,g
4478,g
4479,g
4480,g
4481,g
4482,g
4483,g
4484,g
4485,g
4486,g
4487,g
4488,g
4489,g
4490,g
4491,g
4492,g
4493,g
4494,g
4495,g
4496,g
4497,g
4498,g
4499,g
4500,g
4501,g
4502,g
4503,g
4504,g
4505,g
4506,g
4507,g
4508,g
4509,g
4510,g
4511,g
4512,g
4513,g
4514,g
4515,g
4516,g
4517,g
4518,g
4519,g
4520,g
4521,g
4522,g
4523,g
4524,g
4525,g
4526,g
4527,g
4528,g
4529,g
4530,g
4531,g
4532,g
4533,g
4534,g
4535,g
4536,g
4537,g
4538,g
4539,g
4540,g
4541,g
4542,g
4543,g
4544,g
4545,g
4546,g
4547,g
4548,g
4549,g
4550,g
4551,g
4552,g
4553,g
4554,g
4555,g
4556,g
4557,g
4558,g
4559,g
4560,g
4561,g
4562,g
4563,g
4564,g
4565,g
4566,g
4567,g
4568,g
4569,g
4570,g
4571,g
4572,g
4573,g
4574,g
4575,g
4576,g
4577,g
4578,g
4579,g
4580,g
4581,g
4582,g
4583,g
4584,g
4585,g
4586,g
4587,g
4588,g
4589,g
4590,g
4591,g
4592,g
4593,g
4594,g
4595,g
4596,g
4597,g
4598,g
4599,g
4600,g
4601,g
4602,g
4603,g
4604,g
4605,g
4606,g
4607,g
4608,g
4609,g
4610,g
4611,g
4612,g
4613,g
4614,g
4615,g
4616,g
4617,g
4618,g
4619,g
4620,g
4621,g
4622,g
4623,g
4624,g
4625,g
4626,g
4627,g
4628,g
4629,g
4630,g
4631,g
4632,g
4633,g
4634,g
4635,g
4636,g
4637,g
4638,g
4639,g
4640,g
4641,g
4642,g
4643,g
4644,g
4645,g
4646,g
4647,g
4648,g
4649,g
4650,g
4651,g
4652,g
4653,g
4654,g
4655,g
4656,g
4657,g
4658,g
4659,g
4660,g
4661,g
4662,g
4663,g
4664,g
4665,g
4666,g
4667,g
4668,g
4669,g
4670,g
4671,g
4672,g
4673,g
4674,g
4675,g
4676,g
4677,g
4678,g
4679,g
4680,g
4681,g
4682,g
4683,g
4684,g
4685,g
4686,g
4687,g
4688,g
4689,g
4690,g
4691,g
4692,g
4693,g
4694,g
4695,g
4696,g
4697,g
4698,g
4699,g
4700,g
4701,g
4702,g
4703,g
4704,g
4705,g
4706,g
4707,g
4708,g
4709,g
4710,g
4711,g
4712,g
4713,g
4714,g
4715,g
4716,g
4717,g
4718,g
4719,g
4720,g
4721,g
4722,g
4723,g
4724,g
4725,g
4726,g
4727,g
4728,g
4729,g
4730,g
4731,g
4732,g
4733,g
4734,g
4735,g
4736,g
4737,g
4738,g
4739,g
4740,g
4741,g
4742,g
4743,g
4744,g
4745,g
4746,g
4747,g
4748,g
4749,g
4750,g
4751,g
4752,g
4753,g
4754,g
4755,g
4756,g
4757,g
4758,g
4759,g
4760,g
4761,g
4762,g
4763,g
4764,g
4765,g
4766,g
4767,g
4768,g
4769,g
4770,g
4771,g
4772,g
4773,g
4774,g
4775,g
4776,g
4777,g
4778,g
4779,g
4780,g
4781,g
4782,g
4783,g
4784,g
4785,g
4786,g
4787,g
4788,g
4789,g
4790,g
4791,g
4792,g
4793,g
4794,g
4795,g
4796,g
4797,g
4798,g
4799,g
4800,g
4801,g
4802,g
4803,g
4804,g
4805,g
4806,g
4807,g
4808,g
4809,g
4810,g
4811,g
4812,g
4813,g
4814,g
4815,g
4816,g
4817,g
4818,g
4819,g
4820,g
4821,g
4822,g
4823,g
4824,g
4825,g
4826,g
4827,g
4828,g
4829,g
4830,g
4831,g
4832,g
4833,g
4834,g
4835,g
4836,g
4837,g
4838,g
4839,g
4840,g
4841,g
4842,g
4843,g
4844,g
4845,g
4846,g
4847,g
4848,g
4849,g
4850,g
4851,g
4852,g
4853,g
4854,g
4855,g
4856,g
4857,g
4858,g
4859,g
4860,g
4861,g
4862,g
4863,g
4864,g
4865,g
4866,g
4867,g
4868,g
4869,g
4870,g
4871,g
4872,g
4873,g
4874,g
4875,g
4876,g
4877,g
4878,g
4879,g
4880,g
4881,g
4882,g
4883,g
4884,g
4885,g
4886,g
4887,g
4888,g
4889,g
4890,g
4891,g
4892,g
4893,g
4894,g
4895,g
4896,g
4897,g
4898,g
4899,g
4900,g
4901,g
4902,g
4903,g
4904,g
4905,g
4906,g
4907,g
4908,g
4909,g
4910,g
4911,g
4912,g
4913,g
4914,g
4915,g
4916,g
4917,g
4918,g
4919,g
4920,g
4921,g
4922,g
4923,g
4924,g
4925,g
4926,g
4927,g
4928,g
4929,g
4930,g
4931,g
4932,g
4933,g
4934,g
4935,g
4936,g
4937,g
4938,g
4939,g
4940,g
4941,g
4942,g
4943,g
4944,g
4945,g
4946,g
4947,g
4948,g
4949,g
4950,g
4951,g
4952,g
4953,g
4954,g
4955,g
4956,g
4957,g
4958,g
4959,g
4960,g
4961,g
4962,g
4963,g
4964,g
4965,g
4966,g
4967,g
4968,g
4969,g
4970,g
4971,g
4972,g
4973,g
4974,g
4975,g
4976,g
4977,g
4978,g
4979,g
4980,g
4981,g
4982,g
4983,g
4984,g
4985,g
4986,g
4987,g
4988,g
4989,g
4990,g
4991,g
4992,g
4993,g
4994,g
4995,g
4996,g
4997,g
4998,g
4999,g
5000,g
5001,g
5002,g
5003,g
5004,g
5005,g
5006,g
5007,g
5008,g
5009,g
5010,g
5011,g
5012,g
5013,g
5014,g
5015,g
5016,g
5017,g
5018,g
5019,g
5020,g
5021,g
5022,g
5023,g
5024,g
5025,g
5026,g
5027,g
5028,g
5029,g
5030,g
5031,g
5032,g
5033,g
5034,g
5035,g
5036,g
5037,g
5038,g
5039,g
5040,g
5041,g
5042,g
5043,g
5044,g
5045,g
5046,g
5047,g
5048,g
5049,g
5050,g
5051,g
5052,g
5053,g
5054,g
5055,g
5056,g
5057,g
5058,g
5059,g
5060,g
5061,g
5062,g
5063,g
5064,g
5065,g
5066,g
5067,g
5068,g
5069,g
5070,g
5071,g
5072,g
5073,g
5074,g
5075,g
5076,g
5077,g
5078,g
5079,g
5080,g
5081,g
5082,g
5083,g
5084,g
5085,g
5086,g
5087,g
5088,g
5089,g
5090,g
5091,g
5092,g
5093,g
5094,g
5095,g
5096,g
5097,g
5098,g
5099,g
5100,g
5101,g
5102,g
5103,g
5104,g
5105,g
5106,g
5107,g
5108,g
5109,g
5110,g
5111,g
5112,g
5113,g
5114,g
5115,g
5116,g
5117,g
5118,g
5119,g
5120,g
5121,g
5122,g
5123,g
5124,g
5125,g
5126,g
5127,g
5128,g
5129,g
5130,g
5131,g
5132,g
5133,g
5134,g
5135,g
5136,g
5137,g
5138,g
5139,g
5140,g
5141,g
5142,g
5143,g
5144,g
5145,g
5146,g
5147,g
5148,g
5149,g
5150,g
5151,g
5152,g
5153,g
5154,g
5155,g
5156,g
5157,g
5158,g
5159,g
5160,g
5161,g
5162,g
5163,g
5164,g
5165,g
5166,g
5167,g
5168,g
5169,g
5170,g
5171,g
5172,g
5173,g
5174,g
5175,g
5176,g
5177,g
5178,g
5179,g
5180,g
5181,g
5182,g
5183,g
5184,g
5185,g
5186,g
5187,g
5188,g
5189,g
5190,g
5191,g
5192,g
5193,g
5194,g
5195,g
5196,g
5197,g
5198,g
5199,g
5200,g
5201,g
5202,g
5203,g
5204,g
5205,g
5206,g
5207,g
5208,g
5209,g
5210,g
5211,g
5212,g
5213,g
5214,g
5215,g
5216,g
5217,g
5218,g
5219,g
5220,g
5221,g
5222,g
5223,g
5224,g
5225,g
5226,g
5227,g
5228,g
5229,g
5230,g
5231,g
5232,g
5233,g
5234,g
5235,g
5236,g
5237,g
5238,g
5239,g
5240,g
5241,g
5242,g
5243,g
5244,g
5245,g
5246,g
5247,g
5248,g
5249,g
5250,g
5251,g
5252,g
5253,g
5254,g
5255,g
5256,g
5257,g
5258,g
5259,g
5260,g
5261,g
5262,g
5263,g
5264,g
5265,g
5266,g
5267,g
5268,g
5269,g
5270,g
5271,g
5272,g
5273,g
5274,g
5275,g
5276,g
5277,g
5278,g
5279,g
5280,g
5281,g
5282,g
5283,g
5284,g
5285,g
5286,g
5287,g
5288,g
5289,g
5290,g
5291,g
5292,g
5293,g
5294,g
5295,g
5296,g
5297,g
5298,g
5299,g
5300,g
5301,g
5302,g
5303,g
5304,g
5305,g
5306,g
5307,g
5308,g
5309,g
5310,g
5311,g
5312,g
5313,g
5314,g
5315,g
5316,g
5317,g
5318,g
5319,g
5320,g
5321,g
5322,g
5323,g
5324,g
5325,g
5326,g
5327,g
5328,g
5329,g
5330,g
5331,g
5332,g
5333,g
5334,g
5335,g
5336,g
5337,g
5338,g
5339,g
5340,g
5341,g
5342,g
5343,g
5344,g
5345,g
5346,g
5347,g
5348,g
5349,g
5350,g
5351,g
5352,g
5353,g
5354,g
5355,g
5356,g
5357,g
5358,g
5359,g
5360,g
5361,g
5362,g
5363,g
5364,g
5365,g
5366,g
5367,g
5368,g
5369,g
5370,g
5371,g
5372,g
5373,g
5374,g
5375,g
5376,g
5377,g
5378,g
5379,g
5380,g
5381,g
5382,g
5383,g
5384,g
5385,g
5386,g
5387,g
5388,g
5389,g
5390,g
5391,g
5392,g
5393,g
5394,g
5395,g
5396,g
5397,g
5398,g
5399,g
5400,g
5401,g
5402,g
5403,g
5404,g
5405,g
5406,g
5407,g
5408,g
5409,g
5410,g
5411,g
5412,g
5413,g
5414,g
5415,g
5416,g
5417,g
5418,g
5419,g
5420,g
5421,g
5422,g
5423,g
5424,g
5425,g
5426,g
5427,g
5428,g
5429,g
5430,g
5431,g
5432,g
5433,g
5434,g
5435,g
5436,g
5437,g
5438,g
5439,g
5440,g
5441,g
5442,g
5443,g
5444,g
5445,g
5446,g
5447,g
5448,g
5449,g
5450,g
5451,g
5452,g
5453,g
5454,g
5455,g
5456,g
5457,g
5458,g
5459,g
5460,g
5461,g
5462,g
5463,g
5464,g
5465,g
5466,g
5467,g
5468,g
5469,g
5470,g
5471,g
5472,g
5473,g
5474,g
5475,g
5476,g
5477,g
5478,g
5479,g
5480,g
5481,g
5482,g
5483,g
5484,g
5485,g
5486,g
5487,g
5488,g
5489,g
5490,g
5491,g
5492,g
5493,g
5494,g
5495,g
5496,g
5497,g
5498,g
5499,g
5500,g
5501,g
5502,g
5503,g
5504,g
5505,g
5506,g
5507,g
5508,g
5509,g
5510,g
5511,g
5512,g
5513,g
5514,g
5515,g
5516,g
5517,g
5518,g
5519,g
5520,g
5521,g
5522,g
5523,g
5524,g
5525,g
5526,g
5527,g
5528,g
5529,g
5530,g
5531,g
5532,g
5533,g
5534,g
5535,g
5536,g
5537,g
5538,g
5539,g
5540,g
5541,g
5542,g
5543,g
5544,g
5545,g
5546,g
5547,g
5548,g
5549,g
5550,g
5551,g
5552,g
5553,g
5554,g
5555,g
5556,g
5557,g
5558,g
5559,g
5560,g
5561,g
5562,g
5563,g
5564,g
5565,g
5566,g
5567,g
5568,g
5569,g
5570,g
5571,g
5572,g
5573,g
5574,g
5575,g
5576,g
5577,g
5578,g
5579,g
5580,g
5581,g
5582,g
5583,g
5584,g
5585,g
5586,g
5587,g
5588,g
5589,g
5590,g
5591,g
5592,g
5593,g
5594,g
5595,g
5596,g
5597,g
5598,g
5599,g
5600,g
5601,g
5602,g
5603,g
5604,g
5605,g
5606,g
5607,g
5608,g
5609,g
5610,g
5611,g
5612,g
5613,g
5614,g
5615,g
5616,g
5617,g
5618,g
5619,g
5620,g
5621,g
5622,g
5623,g
5624,g
5625,g
5626,g
5627,g
5628,g
5629,g
5630,g
5631,g
5632,g
5633,g
5634,g
5635,g
5636,g
5637,g
5638,g
5639,g
5640,g
5641,g
5642,g
5643,g
5644,g
5645,g
5646,g
5647,g
5648,g
5649,g
5650,g
5651,g
5652,g
5653,g
5654,g
5655,g
5656,g
5657,g
5658,g
5659,g
5660,g
5661,g
5662,g
5663,g
5664,g
5665,g
5666,g
5667,g
5668,g
5669,g
5670,g
5671,g
5672,g
5673,g
5674,g
5675,g
5676,g
5677,g
5678,g
5679,g
5680,g
5681,g
5682,g
5683,g
5684,g
5685,g
5686,g
5687,g
5688,g
5689,g
5690,g
5691,g
5692,g
5693,g
5694,g
5695,g
5696,g
5697,g
5698,g
5699,g
5700,g
5701,g
5702,g
5703,g
5704,g
5705,g
5706,g
5707,g
5708,g
5709,g
5710,g
5711,g
5712,g
5713,g
5714,g
5715,g
5716,g
5717,g
5718,g
5719,g
5720,g
5721,g
5722,g
5723,g
5724,g
5725,g
5726,g
5727,g
5728,g
5729,g
5730,g
5731,g
5732,g
5733,g
5734,g
5735,g
5736,g
5737,g
5738,g
5739,g
5740,g
5741,g
5742,g
5743,g
5744,g
5745,g
5746,g
5747,g
5748,g
5749,g
5750,g
5751,g
5752,g
5753,g
5754,g
5755,g
5756,g
5757,g
5758,g
5759,g
5760,g
5761,g
5762,g
5763,g
5764,g
5765,g
5766,g
5767,g
5768,g
5769,g
5770,g
5771,g
5772,g
5773,g
5774,g
5775,g
5776,g
5777,g
5778,g
5779,g
5780,g
5781,g
5782,g
5783,g
5784,g
5785,g
5786,g
5787,g
5788,g
5789,g
5790,g
5791,g
5792,g
5793,g
5794,g
5795,g
5796,g
